review,rating,date,bank,source
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06 20:21:48,Dashen,Google Play
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21 15:16:09,Dashen,Google Play
easiness to use with fast response time,5,2025-04-21 12:01:20,Dashen,Google Play
It is very easy to use and powerful application.,3,2025-04-01 14:16:55,Dashen,Google Play
dashen super app is secure band very easy,5,2025-04-29 15:48:26,Dashen,Google Play
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21 11:16:54,Dashen,Google Play
"Best UI mobile banking app, props to design team",5,2025-04-30 19:43:36,Dashen,Google Play
Massive upgrade from the Amole app.,5,2025-05-31 23:04:04,Dashen,Google Play
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22 09:42:22,Dashen,Google Play
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23 09:06:58,Dashen,Google Play
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31 12:24:07,Dashen,Google Play
A fantastic product!! keep the good work.,5,2025-04-21 11:43:18,Dashen,Google Play
Great for everyday banking and payments on the go,5,2025-04-22 12:37:27,Dashen,Google Play
A Good and fast supper app thanks for dashen bank,5,2025-04-21 11:36:28,Dashen,Google Play
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28 10:11:58,Dashen,Google Play
"easy &,simple to use",5,2025-04-21 14:06:30,Dashen,Google Play
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02 15:02:36,Dashen,Google Play
its features are so dynamic,5,2025-04-22 14:30:51,Dashen,Google Play
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21 14:43:50,Dashen,Google Play
fast &Friendly user Application.,5,2025-04-22 13:53:47,Dashen,Google Play
Dashen supper App is the most useful app for our customers,5,2025-04-21 11:41:28,Dashen,Google Play
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31 16:21:51,Dashen,Google Play
Add the option to send money to any telebirr account like amole does.,3,2025-03-08 10:45:48,Dashen,Google Play
The app is good but it ask update every week so tiring,2,2025-03-11 14:41:47,Dashen,Google Play
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21 11:21:54,Dashen,Google Play
convenient and fast,5,2025-04-21 11:21:49,Dashen,Google Play
excellent mobile banking app,5,2025-04-21 11:23:00,Dashen,Google Play
It is an amazing application that meets the needs of customers.,5,2025-04-22 08:51:42,Dashen,Google Play
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21 19:14:21,Dashen,Google Play
"This app has everything I was looking for, dashen is becoming a grandmaster.",5,2025-04-21 20:34:23,Dashen,Google Play
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10 10:01:21,Dashen,Google Play
The best app ever in finance sector,5,2025-05-18 22:01:50,Dashen,Google Play
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14 11:46:51,Dashen,Google Play
Really the app looks like amazing. I can't wait to activate in the morning.,5,2025-01-14 20:32:32,Dashen,Google Play
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03 21:17:30,Dashen,Google Play
It is so far so good it has a unique features than telebirr good job Dashen,5,2025-01-15 09:49:13,Dashen,Google Play
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14 07:33:32,Dashen,Google Play
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17 12:04:57,Dashen,Google Play
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16 13:01:44,Dashen,Google Play
"Dashen super app is easy to use, fast and robust",5,2025-01-31 08:37:38,Dashen,Google Play
I wish dark mode feature is add as an option but it's good app,5,2025-02-27 17:12:06,Dashen,Google Play
"The app is not working properly, I have been using it.",1,2025-04-10 12:42:10,Dashen,Google Play
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04 20:40:29,Dashen,Google Play
it is incredible product.,5,2025-04-23 16:09:24,Dashen,Google Play
"It's an amazing app, experience it!!",5,2025-04-23 10:41:16,Dashen,Google Play
it is the most amazing mobile app,5,2025-04-21 11:40:59,Dashen,Google Play
best mobile banking application,5,2025-04-21 11:28:29,Dashen,Google Play
best mobile banking application,5,2025-04-21 11:28:45,Dashen,Google Play
"Waw Great and innovated,user friendly, always one step ahead",5,2025-01-13 21:01:12,Dashen,Google Play
Best- in-class app.,5,2025-04-21 11:21:02,Dashen,Google Play
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27 04:44:20,Dashen,Google Play
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21 11:28:14,Dashen,Google Play
amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,5,2025-04-21 12:33:43,Dashen,Google Play
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21 17:44:31,Dashen,Google Play
The speed is too slow. Need some improvements.,2,2025-03-06 03:03:46,Dashen,Google Play
It is one of the best app ever use it and do it,5,2025-04-26 11:22:42,Dashen,Google Play
Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,5,2025-01-14 20:19:08,Dashen,Google Play
Very easy and Fast.,5,2025-04-24 11:37:47,Dashen,Google Play
excellent game changer App,5,2025-05-08 11:07:07,Dashen,Google Play
too slow to use.,1,2025-03-26 08:36:38,Dashen,Google Play
very good for this app,5,2025-05-31 21:03:18,Dashen,Google Play
what a helpful app!!!!,5,2025-05-13 12:09:55,Dashen,Google Play
awesome app keep going,5,2025-05-14 10:10:44,Dashen,Google Play
very comfortable app keep it,5,2025-04-21 12:28:51,Dashen,Google Play
Wow! like his name Super App...,5,2025-04-21 11:22:53,Dashen,Google Play
The app is good but it has no USSD option,4,2025-03-13 10:28:45,Dashen,Google Play
it's a hestorical app. in the bank industry.,5,2025-04-21 14:07:42,Dashen,Google Play
It is the best application!!!,5,2025-04-22 21:36:32,Dashen,Google Play
Better and inclusive app!,5,2025-04-21 15:05:09,Dashen,Google Play
it's Be Come Busy &not working good,1,2025-03-20 02:36:52,Dashen,Google Play
Dashen bank always one step ahead,5,2025-04-30 07:05:39,Dashen,Google Play
it is very good app,5,2025-04-10 12:14:13,Dashen,Google Play
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21 23:28:44,Dashen,Google Play
the best Supper App ever,5,2025-04-22 08:16:34,Dashen,Google Play
very useful App,1,2025-05-26 13:10:58,Dashen,Google Play
waw no idea the best app.,5,2025-04-19 20:43:26,Dashen,Google Play
"A lightweight,catchy and smooth app",5,2025-01-15 10:08:36,Dashen,Google Play
One star deducted for not to able to transfer to telebirr.,4,2025-02-13 20:41:25,Dashen,Google Play
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10 21:50:05,Dashen,Google Play
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21 22:21:45,Dashen,Google Play
Dashen bank super app for easy life.,5,2025-01-30 20:10:28,Dashen,Google Play
Fastest and easy to use,5,2025-01-22 11:03:09,Dashen,Google Play
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04 15:04:14,Dashen,Google Play
Always one step ahead! What a masterpiece.,5,2025-01-16 00:09:32,Dashen,Google Play
"It does not work functional ,",1,2025-02-02 23:04:28,Dashen,Google Play
Faster and userfriendly,5,2025-01-14 11:38:11,Dashen,Google Play
It looks good and simple to use,5,2025-01-14 18:56:03,Dashen,Google Play
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06 13:25:50,Dashen,Google Play
it was amazing app.....thank you dashen bank....,5,2025-01-30 23:28:41,Dashen,Google Play
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21 05:57:30,Dashen,Google Play
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21 14:43:02,Dashen,Google Play
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22 13:24:34,Dashen,Google Play
